book_id,title,author,publisher,creation_date,pub_date,item_type,location_code,material_type,barcode,publication_place,language,descripton,loans
2339,"Interpreting Mughal painting : essays on art, society, and culture /","Verma, Som Prakash, 1942-",Oxford University Press,2016-08-03T03:34:19Z,2009.,Book - Physical,GEN,Book,31175033176291,New Delhi :,eng,NA,1
2340,Comic book nation : the transformation of youth culture in America /,"Wright, Bradford W., 1968-",Johns Hopkins University Press,2016-08-03T03:34:22Z,©2001,Book - Physical,GEN,Book,31175026559941,Baltimore :,eng,NA,1
2341,The occult life of things : native Amazonian theories of materiality and personhood /,NA,University of Arizona Press,2016-08-03T03:34:24Z,©2009.,Book - Physical,GEN,Book,31175032912274,Tucson :,eng,NA,1
2342,A companion to the works of Hermann Hesse /,NA,Camden House,2016-08-03T03:34:30Z,2009.,Book - Physical,GEN,Book,31175033165666,"Rochester, N.Y. :",eng,NA,1
2343,Definitions of art /,"Davies, Stephen, 1950-",Cornell University Press,2016-08-03T03:34:44Z,1991.,Book - Physical,GEN,Book,31175015455788,"Ithaca, N.Y. :",eng,NA,1
2344,Christianity : a social and cultural history /,NA,Macmillan,2016-08-03T03:34:42Z,©1991.,Book - Physical,GEN,Book,31175015448148,New York :,eng,NA,1
2345,Colbert and a century of French mercantilism,"Cole, Charles Woolsey, 1906-1978.",Columbia University Press,2016-08-03T03:34:46Z,1939.,Book - Physical,GEN,Book,31175004130483,"New York,",eng,v.2,1
2346,The museum in America : a critical study /,"Coleman, Laurence Vail, 1893-1982.",The American Association of museums,2016-08-03T03:34:46Z,1939.,Book - Physical,GEN,Book,31175003992057,"Washington, D.C. :",eng,v.3,1
2347,The museum in America : a critical study /,"Coleman, Laurence Vail, 1893-1982.",The American Association of museums,2016-08-03T03:34:46Z,1939.,Book - Physical,GEN,Book,31175001711046,"Washington, D.C. :",eng,v.1,1
2348,The museum in America : a critical study /,"Coleman, Laurence Vail, 1893-1982.",The American Association of museums,2016-08-03T03:34:46Z,1939.,Book - Physical,GEN,Book,31175001537797,"Washington, D.C. :",eng,v.2,1
2349,"Chinese ceramics. : (Catalogue of) The Baur Collections, Geneva /",Collections Baur,Collections Baur (rue Munier-Romilly 8),2016-08-03T03:34:49Z,1968-69,Book - Physical,GEN,Book,31175008192299,Genève :,eng,v.1,1
2350,Greek philosophers in the Arabic tradition /,"Gutas, Dimitri.",Ashgate,2016-08-03T03:34:55Z,2000.,Book - Physical,GEN,Book,31175026447626,"Aldershot, Hampshire, Great Britain ; Burlington, Vt. :",eng,NA,1
2351,"T. Thomas Fortune, the Afro-American agitator : a collection of writings, 1880-1928 /","Fortune, Timothy Thomas, 1856-1928.",University Press of Florida,2016-08-03T03:35:01Z,©2008.,Book - Physical,GEN,Book,31175031841995,Gainesville :,eng,NA,1
2352,"The monied metropolis : New York City and the consolidation of the American bourgeoisie, 1850-1896 /","Beckert, Sven.",Cambridge University Press,2016-08-03T03:35:03Z,2001.,Book - Physical,GEN,Book,31175026006364,"Cambridge, UK ; New York, NY :",eng,NA,1
2353,The fantasy role-playing game : a new performing art /,"Mackay, Daniel, 1974-",McFarland & Co,2016-08-03T03:35:08Z,"[2001], ©2001",Book - Physical,GEN,Book,31175026006638,"Jefferson, N.C. :",eng,NA,1
2354,Generalized linear models /,"McCullagh, P. 1952- (Peter),",Chapman and Hall,2016-08-03T03:35:10Z,1989.,Book - Physical,GEN,Book,31175024465810,Boca Raton ; London ; New York :,eng,NA,1
2355,"The places where men pray together : cities in Islamic lands, seventh through the tenth centuries /","Wheatley, Paul.",University of Chicago Press,2016-08-03T03:35:11Z,©2001.,Book - Physical,GEN,Book,31175026006885,Chicago :,eng,NA,1
2356,Philosophie und Mystik in der späten Almohadenzeit : die Sizilianischen Fragen des Ibn Sabʻīn /,"Akasoy, Anna.",Brill,2016-08-03T03:35:36Z,2006.,Book - Physical,GEN,Book,31175036159195,Leiden ; Boston :,ger,NA,1
2357,Cultural revolution in Iran : contemporary popular culture in the Islamic Republic /,NA,IB Tauris,2016-08-03T03:35:37Z,2013.,Book - Physical,GEN,Book,31175036138645,London :,eng,NA,1
2358,Indian given : racial geographies across Mexico and the United States /,"Saldaña-Portillo, María Josefina, 1961- author.",Duke University Press,2016-08-03T03:35:38Z,2016.,Book - Physical,GEN,Book,31175036470006,Durham :,eng,NA,1
2359,"Love, longing, intimacy and contentment = Kitāb al-maḥabba wa'l-shawq wa'l-uns wa'l-riḍā : book XXXVI of the Revival of the religious sciences, Iḥyāʼ ʻulūm al-dīn /","Ghazzālī, 1058-1111.",Islamic Texts Society,2016-08-03T03:35:38Z,2011.,Book - Physical,GEN,Book,31175035573545,Cambridge :,eng,NA,1
2360,"What gender is motherhood? : changing Yorùbá ideals of power, procreation, and identity in the age of modernity /","Oyěwùmí, Oyèrónkẹ́, author",manufacturer not identified; Palgrave Macmillan,2016-08-03T03:35:39Z,2016,Book - Physical,GEN,Book,31175035910168,"Houndmills, Basingstoke, Hampshire :",eng,NA,1
2361,Aesthetics of resistance : Charles Mingus and the civil rights movement /,"Dunkel, Mario.",Global distributor; Lit,2016-08-03T03:35:41Z,2012.,Book - Physical,GEN,Book,31175036676867,Berlin : London :,eng,NA,1
2362,"Chuang Tzu : a new selected translation with an exposition of the philosophy of Kuo Hsiang,",NA,Commercial Press,2016-08-03T03:35:44Z,1933.,Book - Physical,GEN,Book,31175005458750,"Shanghai, China",eng,NA,1
2363,Dark night of the body : D.H. Lawrence's The plumed serpent /,"Clark, L. D., 1922-2014.",University of Texas Press,2016-08-03T03:35:44Z,[1964],Book - Physical,GEN,Book,31175005520450,Austin :,eng,NA,1
2364,Talking contemporary curating /,"Smith, Terry author. (Terry E.),",Independent Curators International,2016-08-03T03:35:45Z,[2015],Book - Physical,GEN,Book,31175035978744,New York :,eng,NA,1
2365,Yuan dai wen hua shi /,"Chen, Gaohua.",Guangdong jiao yu chu ban she,2016-08-03T03:35:55Z,2009.,Book - Physical,EAL,Book,31175034294044,Guangzhou :,chi,NA,1
2366,In the spirit of a new people : the cultural politics of the Chicano movement /,"Ontiveros, Randy J.",New York University Press,2016-08-03T03:35:54Z,[2014],Book - Physical,GEN,Book,31175034489784,New York :,eng,NA,1
2367,Numerical ecology /,"Legendre, Pierre, 1946-",Elsevier,2016-08-03T03:36:02Z,2012.,Book - Physical,GEN,Book,31175034646771,Amsterdam :,eng,NA,1
2368,Die deutsche Politik und die Juden im Ersten Weltkrieg. Unter Mitarb. von Hans Joachim Bieber.,"Zechlin, Egmont, 1896-1992.",Vandenhoeck u Ruprecht,2016-08-03T03:36:03Z,(1969),Book - Physical,GEN,Book,31175000705460,"Göttingen,",ger,NA,1
2369,Encyclopedia of plant pathology /,NA,Wiley,2016-08-03T03:36:19Z,©2001.,Book - Physical,GEN,Book,31175026464084,New York :,eng,v.2,1
2370,Encyclopedia of plant pathology /,NA,Wiley,2016-08-03T03:36:19Z,©2001.,Book - Physical,GEN,Book,31175026464027,New York :,eng,v.1,1
2371,"Planning the little house,","Waugh, Alice.",McGraw-Hill Book Company Inc,2016-08-03T03:36:46Z,1939.,Book - Physical,GEN,Book,31175014000379,"New York and London,",eng,NA,1
2372,Plotinus on sense-perception : a philosophical study /,Eyjólfur Kjalar Emilsson.,Cambridge University Press,2016-08-03T03:36:47Z,1988.,Book - Physical,GEN,Book,31175012859032,Cambridge [Cambridgeshire] ; New York :,eng,NA,1
2373,Scenes from African urban life : collected copperbelt papers /,"Epstein, A. L. (Arnold Leonard)",Edinburgh University Press,2016-08-03T03:36:56Z,©1992.,Book - Physical,GEN,Book,31175012685015,Edinburgh :,eng,NA,1
2374,Studying collective action /,NA,Sage Publications,2016-08-03T03:37:00Z,1992.,Book - Physical,GEN,Book,31175026987860,"London ; Newbury Park, Calif. :",eng,c.2,1
2375,"Cooking, eating, thinking : transformative philosophies of food /",NA,Indiana University Press,2016-08-03T03:37:04Z,©1992.,Book - Physical,GEN,Book,31175016871124,Bloomington :,eng,NA,1
2376,News networks in seventeenth century Britain and Europe /,NA,Routledge,2016-08-03T03:37:08Z,2006.,Book - Physical,GEN,Book,31175030180817,London ; New York :,eng,NA,1
2377,Sexuality in world history /,"Stearns, Peter N.",Routledge,2016-08-03T03:37:09Z,2009.,Book - Physical,GEN,Book,31175035619280,London ; New York :,eng,NA,1
2378,"Biology of microorganisms on grapes, in must and in wine /",NA,Springer,2016-08-03T03:37:09Z,©2009.,Book - Physical,MANNSHREM,Book,31175033732648,Berlin :,eng,NA,1
2379,Women and self-help culture : reading between the lines /,"Simonds, Wendy, 1962-",Rutgers University Press,2016-08-03T03:37:13Z,©1992.,Book - Physical,GEN,Book,31175016925417,"New Brunswick, N.J. :",eng,NA,1
2380,Hannah Arendt : a reinterpretation of her political thought /,"Canovan, Margaret.",Cambridge University Press,2016-08-03T03:37:15Z,1992.,Book - Physical,GEN,Book,31175016878418,"Cambridge [England] ; New York, NY, USA :",eng,NA,1
2381,Gödel's incompleteness theorems /,"Smullyan, Raymond M.",Oxford University Press,2016-08-03T03:37:17Z,1992.,Book - Physical,GEN,Book,31175016878814,New York :,eng,NA,1
2382,The Italian encounter with Tudor England : a cultural politics of translation /,"Wyatt, Michael, 1956-",Cambridge University Press,2016-08-03T03:37:22Z,2005.,Book - Physical,GEN,Book,31175030263084,"Cambridge, UK ; New York :",eng,NA,1
2383,"Historia general de las cosas de Nueva España,","Bernardino, de Sahagún, 1499-1590.",Porrúa,2016-08-03T03:37:30Z,1956.,Book - Physical,GEN,Book,31175021964245,"México,",spa,v.2,1
2384,Domain-theoretic foundations of functional programming /,"Streicher, Thomas, 1958-",World Scientific,2016-08-03T03:37:33Z,©2006,Book - Physical,GEN,Book,31175031191037,"Hackensack, NJ :",eng,NA,1
2385,The incarnation of Ahriman : the embodiment of evil on earth : seven lectures given between October and December 1919 /,"Steiner, Rudolf, 1861-1925.",Rudolf Steiner Press,2016-08-03T03:37:34Z,2006.,Book - Physical,GEN,Book,31175031196176,Forest Row [England] :,eng,NA,1
2386,The man who invented fiction : how Cervantes ushered in the modern world /,"Egginton, William, 1969-",Bloomsbury USA,2016-08-03T03:37:33Z,2016.,Book - Physical,GEN,Book,31175036428863,New York :,eng,NA,1
2387,Philosophers at table : on food and being human /,"Boisvert, Raymond D., author.",Reaktion Books Ltd,2016-08-03T03:37:35Z,2016.,Book - Physical,GEN,Book,31175036476771,"London, UK :",eng,NA,1
2388,"Styles of Enlightenment : taste, politics and authorship in eighteenth-century France /","Russo, Elena",The Johns Hopkins University Press,2016-08-03T03:37:37Z,2007,Book - Physical,GEN,Book,31175031195475,Baltimore :,eng,NA,1
2389,Black Spokane : the civil rights struggle in the inland northwest /,"Mack, Dwayne, 1968-",University of Oklahoma Press,2016-08-03T03:37:37Z,2014.,Book - Physical,GEN,Book,31175036723677,Norman :,eng,NA,1
2390,Writing about music : a style sheet /,"Holoman, D. Kern, 1947- author.",University of California Press,2016-08-03T03:37:37Z,[2014],Book - Physical,GEN,Book,31175036723735,"Oakland, California :",eng,NA,1
2391,Pilgrimage : the English experience from Becket to Bunyan /,NA,Cambridge University Press,2016-08-03T03:37:39Z,2002.,Book - Physical,GEN,Book,31175030622545,Cambridge ; New York :,eng,NA,1
2392,"Magna Carta, religion and the rule of law /","Magna Carta, Religion and the Rule of Law (Conference) London, England) (2014 :",Cambridge University Press,2021-07-20T10:26:17Z,2015.,Book - Physical,GEN,Book,31175035975401,"Cambridge, United Kingdom :",eng,NA,1
2393,The diaries of Charlotte Perkins Gilman /,"Gilman, Charlotte Perkins, 1860-1935.",University Press of Virginia,2016-08-03T03:37:41Z,1994.,Book - Physical,GEN,Book,31175019543530,Charlottesville :,eng,v.1,1
2394,The diaries of Charlotte Perkins Gilman /,"Gilman, Charlotte Perkins, 1860-1935.",University Press of Virginia,2016-08-03T03:37:41Z,1994.,Book - Physical,GEN,Book,31175019543472,Charlottesville :,eng,v.2,1
2395,Marvelous objects : surrealist sculpture from Paris to New York /,"Fletcher, Valerie J., author",Delmonico Books/Prestel; Hirshhorn Museum and Sculpture Garden,2016-08-03T03:37:40Z,[2015],Book - Physical,GEN,Book,31175036480815,"Washington, DC : Munich :",eng,NA,1
2396,Archaeoastronomy and the Maya /,NA,Oxbow Books,2016-08-03T03:37:42Z,2014.,Book - Physical,GEN,Book,31175036724253,Oxford :,eng,NA,1
2397,"Manufacturing the modern patron in Victorian California : cultural philanthropy, industrial capital, and social authority /","Ott, John, 1971- author.",Ashgate,2016-08-03T03:37:45Z,[2014],Book - Physical,GEN,Book,31175035309247,"Burlington, VT :",eng,NA,1
2398,Variations on split plot and split block experiment designs /,"Federer, Walter Theodore, 1915-",Wiley-Interscience,2016-08-03T03:37:45Z,2007.,Book - Physical,GEN,Book,31175031325007,"Hoboken, N.J. :",eng,NA,1
2399,"Children of bondage : a social history of the slave society at the Cape of Good Hope, 1652-1838 /","Shell, Robert Carl-Heinz.",Wesleyan University Press published by University Press of New England,2016-08-03T03:37:49Z,©1994.,Book - Physical,GEN,Book,31175019440497,Hanover :,eng,NA,1
2400,Keepin' it real : school success beyond black and white /,"Carter, Prudence L.",Oxford University Press,2016-08-03T03:37:54Z,2005.,Book - Physical,GEN,Book,31175035875601,Oxford ; New York :,eng,NA,1
2401,Political philosophy : what it is and why it matters /,"Beiner, Ronald, 1953-",Cambridge University Press,2016-08-03T03:37:54Z,2014.,Book - Physical,GEN,Book,31175035303612,"New York, NY :",eng,NA,1
2402,"Probabilities, hypotheticals, and counterfactuals in ancient Greek thought /",NA,Cambridge University Press,2016-08-03T03:37:56Z,2014.,Book - Physical,GEN,Book,31175036725169,New York :,eng,NA,1
2403,They called me Mayer July : painted memories of a Jewish childhood in Poland before the Holocaust /,"Kirshenblatt, Mayer, 1916-2009.",Judah L Magnes Museum; University of California Press,2016-08-03T03:38:01Z,©2007.,Book - Physical,GEN,Book,31175031804563,Berkeley :,eng,NA,1
2404,Terrestrial vegetation of California /,NA,University of California Press,2016-08-03T03:38:00Z,©2007.,Book - Physical,GEN,Book,31175031174934,Berkeley :,eng,NA,1
2405,"Eminent Persians : the men and women who made modern Iran, 1941-1979 : in two volumes /","Milani, Abbas.",Persian World Press; Syracuse University Press,2016-08-03T03:38:09Z,2008.,Book - Physical,GEN,Book,31175032823364,"Syracuse, N.Y. : New York, N.Y. :",eng,v.2,1
2406,Victor Turner revisited : ritual as social change /,"Alexander, Bobby Chris, 1950-",Scholars Press,2016-08-03T03:38:12Z,©1991.,Book - Physical,GEN,Book,31175032468285,"Atlanta, Ga. :",eng,NA,1
2407,Animal groups in three dimensions /,NA,Cambridge University Press,2016-08-03T03:38:13Z,1997.,Book - Physical,GEN,Book,31175022581196,Cambridge ; New York :,eng,NA,1
2408,Sacred Fire : the QBR 100 Essential Black Books /,NA,John Wiley,2016-08-03T03:38:17Z,1999.,Book - Physical,GEN,Book,31175023564753,New York :,eng,NA,1
2409,"The women of Hull House : a study in spirituality, vocation, and friendship /","Stebner, Eleanor J., 1960-",State University of New York Press,2016-08-03T03:38:24Z,©1997.,Book - Physical,GEN,Book,31175022580891,"Albany, NY :",eng,NA,1
2410,Black genius : African American solutions to African American problems /,NA,WW Norton,2016-08-03T03:38:28Z,©1999.,Book - Physical,GEN,Book,31175023907853,New York :,eng,NA,1
2411,Equine behaviour : principles and practice /,"Mills, D. S.",Blackwell Science,2016-08-03T04:30:34Z,1999,Book - Physical,GEN,Book,31175023993671,"Oxford ; Malden, MA :",eng,NA,1
2412,Sight and embodiment in the Middle Ages /,"Biernoff, Suzannah, author.",Palgrave Macmillan,2016-08-03T03:38:35Z,2002.,Book - Physical,GEN,Book,31175027392771,"Houndmills, Basingstoke, Hampshire ; New York :",eng,NA,1
2413,Against the gods : the remarkable story of risk /,"Bernstein, Peter L.",John Wiley & Sons,2021-07-20T10:29:46Z,©1996.,Book - Physical,GEN,Book,31175022750379,New York :,eng,NA,1
2414,Madness : a brief history /,"Porter, Roy, 1946-2002.",Oxford University Press,2016-08-03T03:38:36Z,2002.,Book - Physical,GEN,Book,31175027689382,Oxford ; New York :,eng,NA,1
2415,The girl on the sofa = (Jenta i sofaen) /,"Fosse, Jon, 1959-",Oberon Books,2016-08-03T03:38:40Z,2002.,Book - Physical,GEN,Book,31175027677858,London :,eng,NA,1
2416,Hamel's bilingual dictionary of Mexican Spanish = Diccionario bilingüe Hamel de mexicanismos /,"Hamel, Bernard H.",Bilingual Book Press,2016-08-03T03:38:59Z,1994.,Book - Physical,GEN,Book,31175020329929,"Los Angeles, CA :",spa,NA,1
2417,Gaussian random functions /,"Lifshit︠s︡, M. A. 1956- (Mikhail Anatolʹevich),",Kluwer Academic Publishers,2016-08-03T03:38:58Z,©1995.,Book - Physical,GEN,Book,31175020337872,Dordrecht ; Boston :,eng,NA,1
2418,Spirit possession in Judaism : cases and contexts from the Middle Ages to the present /,NA,Wayne State University Press,2016-08-03T03:39:13Z,©2003.,Book - Physical,GEN,Book,31175027361297,Detroit :,eng,NA,1
2419,Biophysico-chemical processes involving natural nonliving organic matter in environmental systems /,NA,Wiley,2016-08-03T03:39:26Z,©2009.,Book - Physical,GEN,Book,31175032881461,"Hoboken, N.J. :",eng,NA,1
2420,The emerging Democratic majority /,"Judis, John B.",Scribner,2016-08-03T03:39:26Z,©2002.,Book - Physical,GEN,Book,31175027667743,New York :,eng,NA,1
2421,Mathematical methods for physicists : a comprehensive guide /,"Arfken, George B. 1922- author. (George Brown),",Academic Press,2016-08-03T03:39:28Z,[2013],Book - Physical,GEN,Book,31175034592611,"Waltham, MA :",eng,NA,1
2422,The wise man's fear /,"Rothfuss, Patrick, 1973-",Distributed by Penguin Group; DAW Books,2016-08-03T03:39:32Z,©2011.,Book - Physical,GEN,Book,31175034590540,New York : [New York] :,eng,NA,1
2423,"The Hindu nationalist movement and Indian politics : 1925 to the 1990s : strategies of identity-building, implantation and mobilisation (with special reference to Central India) /","Jaffrelot, Christophe.",Viking Penguin in association with C Hurst & Co,2016-08-03T03:39:33Z,1996.,Book - Physical,GEN,Book,31175034558059,New Delhi :,eng,NA,1
2424,Awareness bound and unbound : Buddhist essays /,"Loy, David, 1947-",State University of New York Press,2016-08-03T03:39:35Z,©2009.,Book - Physical,GEN,Book,31175032884812,"Albany, N.Y. :",eng,NA,1
